"placa","marca","modelo","anio","kilometraje","ultimo_mantenimiento","descripcion_sintomas","sensor_nivel_combustible","falla_real","subfalla_real","gravedad_real","solucion_real","es_correcto"
"TCU-424","Kia","Sportage","2023","37744","2024-10-06","Se enciende testigo ABS pero el frenado mecánico funciona de forma intermitente.","81.0","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"MME-592","Kia","Rio","2016","123021","2024-07-09","Dificultad para arrancar justo después de cargar gasolina","0.3","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"MKZ-810","Toyota","Corolla","2012","219505","2024-02-27","El motor sube de RPM pero el auto apenas avanza. Huele mal.","15.9","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"SRN-529","Nissan","Frontier","2017","101984","2024-07-05","Manchas rojas en el piso y cambios retardados. Huele mal.","41.8","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"QMK-683","Nissan","Versa","2024","19223","2024-12-17","El pedal se va hasta el fondo sin resistencia y no frena de forma intermitente.","85.1","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"ZHY-604","Hyundai","Elantra","2010","251385","2024-06-08","Chillido muy agudo y constante al pisar el freno suavemente","74.0","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"TEC-679","Nissan","Sentra","2011","204400","2024-02-26","El volante vibra violentamente al frenar a alta velocidad. Huele mal.","79.7","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"CZA-710","Nissan","Versa","2023","31098","2024-07-10","El motor cascabelea (misfire) y la marcha mínima es inestable de forma intermitente.","31.2","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"WUB-112","Toyota","RAV4","2023","27594","2024-11-30","La transmisión se queda pegada en una sola velocidad. Se escucha raro.","44.6","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"YRC-875","Toyota","Yaris","2014","200321","2024-01-29","Manchas rojas en el piso y cambios retardados. Empeora en frío.","25.8","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"DYX-180","Hyundai","Creta","2018","123088","2024-11-08","El motor sube de RPM pero el auto apenas avanza","34.8","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"VEH-495","Toyota","Corolla","2020","103510","2024-12-30","El pedal se va hasta el fondo sin resistencia y no frena","92.3","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"KHE-392","Kia","Sportage","2016","185364","2024-06-18","Testigos del tablero se encienden y apagan aleatoriamente","53.6","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"ZHS-112","Toyota","Yaris","2011","245658","2024-04-24","La transmisión se queda pegada en una sola velocidad. Empeora en frío.","65.4","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"STL-315","Kia","Rio","2024","16179","2024-02-05","El auto pierde fuerza al exigirle aceleración a fondo de forma intermitente.","1.4","Combustible","Filtro Saturado","Baja","Cambio de filtro de combustible y línea","True"
"RLJ-591","Kia","Seltos","2015","210050","2024-09-05","Testigos del tablero se encienden y apagan aleatoriamente. Empeora en frío.","51.4","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"FAM-451","Hyundai","Tucson","2013","250560","2024-01-07","Olor a balata quemada al soltar el embrague en subidas","52.5","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"WKE-644","Hyundai","Elantra","2018","123830","2024-02-08","Se enciende testigo ABS pero el frenado mecánico funciona","24.7","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"JZR-688","Nissan","Sentra","2019","103014","2024-08-02","Dificultad para arrancar justo después de cargar gasolina. Se escucha raro.","0.8","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"BAV-368","Nissan","Versa","2012","156325","2024-02-05","El motor cascabelea (misfire) y la marcha mínima es inestable de forma intermitente.","88.2","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"KDS-338","Nissan","Versa","2019","95034","2024-01-22","Al girar la llave todo se apaga y solo suena un click. Huele mal.","47.5","Electrico","Batería Agotada","Media","Prueba de carga y reemplazo de batería","True"
"VUH-415","Toyota","Corolla","2016","180513","2024-03-19","Chillido muy agudo y constante al pisar el freno suavemente. Se escucha raro.","56.0","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"HCD-872","Kia","Sportage","2020","109445","2024-02-04","El motor sube de RPM pero el auto apenas avanza. Se escucha raro.","93.7","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"YZK-338","Toyota","RAV4","2012","197223","2024-07-08","Testigos del tablero se encienden y apagan aleatoriamente. Se escucha raro.","74.7","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"ARL-435","Kia","Picanto","2015","201860","2024-02-27","Ruido metálico fuerte al encender y vibración excesiva. Se escucha raro.","86.8","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"UCL-945","Toyota","RAV4","2023","36764","2024-03-26","Olor a balata quemada al soltar el embrague en subidas. Huele mal.","60.9","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"YZD-680","Toyota","Yaris","2011","302022","2024-09-17","El auto pierde fuerza al exigirle aceleración a fondo","13.2","Combustible","Filtro Saturado","Baja","Cambio de filtro de combustible y línea","True"
"DNJ-831","Toyota","RAV4","2021","82196","2024-12-25","El indicador de temperatura sube al máximo y sale vapor del capó de forma intermitente.","41.4","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"DHN-394","Kia","Picanto","2024","17295","2024-11-10","Batería está bien pero el motor no gira al dar arranque. Se escucha raro.","82.4","Electrico","Motor de Arranque","Alta","Mantenimiento o cambio de marcha (arranque)","True"
"FJT-782","Toyota","RAV4","2021","53280","2024-07-06","El auto da marcha pero no arranca, o se apaga en movimiento de forma intermitente.","5.7","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"DQY-740","Nissan","Versa","2014","172007","2024-08-28","El volante vibra violentamente al frenar a alta velocidad. Empeora en frío.","41.8","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"JEN-973","Kia","Seltos","2012","175201","2024-01-25","El auto da marcha pero no arranca, o se apaga en movimiento de forma intermitente.","11.0","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"DRY-869","Nissan","Frontier","2013","238308","2024-10-13","El motor tiembla, pierde potencia y consume aceite. Huele mal.","56.0","Motor","Falta de Compresión","Alta","Medir compresión, revisar anillos y válvulas","True"
"KCE-773","Toyota","Yaris","2024","19472","2024-06-19","Chillido muy agudo y constante al pisar el freno suavemente de forma intermitente.","25.4","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"MZM-493","Hyundai","Tucson","2023","42426","2024-07-20","Dificultad para arrancar justo después de cargar gasolina de forma intermitente.","15.0","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"FAA-288","Toyota","Corolla","2014","224268","2024-09-12","Se enciende testigo ABS pero el frenado mecánico funciona. Huele mal.","56.9","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"FFX-818","Toyota","Yaris","2020","77880","2024-10-14","Se enciende testigo ABS pero el frenado mecánico funciona","84.3","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"VTB-408","Kia","Rio","2018","118125","2024-06-04","Marcha inestable, humo negro y alto consumo de gasolina de forma intermitente.","10.6","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"RST-766","Toyota","RAV4","2017","175880","2024-03-18","Dificultad para arrancar justo después de cargar gasolina. Empeora en frío.","14.2","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"QYP-432","Hyundai","Elantra","2010","313665","2024-05-06","Testigos del tablero se encienden y apagan aleatoriamente. Huele mal.","75.6","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"WAR-291","Toyota","Corolla","2023","39960","2024-11-25","Al girar la llave todo se apaga y solo suena un click de forma intermitente.","45.0","Electrico","Batería Agotada","Media","Prueba de carga y reemplazo de batería","True"
"PWL-647","Toyota","Corolla","2016","162090","2024-02-16","Ruido metálico fuerte al encender y vibración excesiva. Empeora en frío.","23.9","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"BLQ-529","Toyota","Corolla","2013","255228","2024-07-25","Batería está bien pero el motor no gira al dar arranque de forma intermitente.","71.9","Electrico","Motor de Arranque","Alta","Mantenimiento o cambio de marcha (arranque)","True"
"FAS-476","Kia","Rio","2020","83395","2024-12-21","El indicador de temperatura sube al máximo y sale vapor del capó. Se escucha raro.","15.5","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"VHB-202","Toyota","Yaris","2023","29242","2024-01-25","El indicador de temperatura sube al máximo y sale vapor del capó. Huele mal.","48.4","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"WCF-615","Toyota","RAV4","2018","85036","2024-06-05","El indicador de temperatura sube al máximo y sale vapor del capó. Huele mal.","28.7","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"FXC-748","Kia","Sportage","2023","40798","2024-02-22","El volante vibra violentamente al frenar a alta velocidad. Se escucha raro.","72.0","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"DEC-893","Toyota","RAV4","2016","114039","2024-11-09","El auto da marcha pero no arranca, o se apaga en movimiento. Empeora en frío.","1.8","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"PWH-687","Toyota","Yaris","2011","222502","2024-08-11","Se enciende testigo ABS pero el frenado mecánico funciona. Huele mal.","77.2","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"JTD-693","Hyundai","Accent","2014","186714","2024-02-08","El motor tiembla, pierde potencia y consume aceite. Huele mal.","20.9","Motor","Falta de Compresión","Alta","Medir compresión, revisar anillos y válvulas","True"
"PQM-793","Kia","Seltos","2022","37443","2024-02-21","Golpe seco y fuerte al pasar de P a D o R de forma intermitente.","30.0","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"CTS-123","Hyundai","Elantra","2012","228930","2024-02-15","El motor sube de RPM pero el auto apenas avanza","64.3","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"YQF-874","Kia","Picanto","2024","20782","2024-02-19","El motor sube de RPM pero el auto apenas avanza de forma intermitente.","38.6","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"VFW-147","Toyota","RAV4","2011","238252","2024-04-16","Testigos del tablero se encienden y apagan aleatoriamente","16.4","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"WGT-461","Kia","Picanto","2022","60774","2024-04-04","El auto se acelera solo o las RPM bajan hasta apagarse. Empeora en frío.","12.3","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"YTJ-362","Toyota","RAV4","2015","131890","2024-05-08","Manchas rojas en el piso y cambios retardados. Se escucha raro.","78.7","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"AQW-713","Toyota","RAV4","2010","293625","2024-12-21","Dificultad para arrancar justo después de cargar gasolina de forma intermitente.","1.8","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"KYX-949","Hyundai","Tucson","2010","233190","2024-12-24","Testigos del tablero se encienden y apagan aleatoriamente. Empeora en frío.","16.3","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"KLJ-697","Nissan","Frontier","2018","116641","2024-02-04","Al girar la llave todo se apaga y solo suena un click. Huele mal.","78.9","Electrico","Batería Agotada","Media","Prueba de carga y reemplazo de batería","True"
"RXV-936","Kia","Sportage","2010","306090","2024-07-15","Al girar la llave todo se apaga y solo suena un click","81.2","Electrico","Batería Agotada","Media","Prueba de carga y reemplazo de batería","True"
"DMB-741","Kia","Rio","2010","317685","2024-10-07","La transmisión se queda pegada en una sola velocidad. Se escucha raro.","30.2","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"TJA-303","Kia","Picanto","2010","263520","2024-11-08","Marcha inestable, humo negro y alto consumo de gasolina","3.6","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"HVL-165","Nissan","March","2021","83464","2024-02-25","El motor cascabelea (misfire) y la marcha mínima es inestable. Se escucha raro.","77.2","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"TSN-217","Kia","Picanto","2015","156130","2024-06-24","La luz de batería se enciende y las luces principales parpadean. Huele mal.","66.4","Electrico","Alternador Defectuoso","Alta","Reparar o cambiar alternador","True"
"PPE-677","Toyota","RAV4","2012","212524","2024-10-15","El volante vibra violentamente al frenar a alta velocidad. Se escucha raro.","59.6","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"FTT-247","Nissan","Sentra","2011","260302","2024-09-09","Olor a plástico quemado y fusibles se queman constantemente de forma intermitente.","50.6","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"FUC-334","Toyota","Corolla","2016","171279","2024-05-08","El auto da marcha pero no arranca, o se apaga en movimiento. Huele mal.","6.7","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"YRD-874","Kia","Seltos","2016","155556","2024-08-27","El auto se acelera solo o las RPM bajan hasta apagarse de forma intermitente.","8.1","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"QPJ-978","Nissan","Frontier","2011","217854","2024-08-31","Marcha inestable, humo negro y alto consumo de gasolina de forma intermitente.","7.6","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"QRR-797","Hyundai","Creta","2018","138425","2024-08-28","Marcha inestable, humo negro y alto consumo de gasolina. Huele mal.","10.0","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"EGS-831","Hyundai","Elantra","2013","217092","2024-05-04","El volante vibra violentamente al frenar a alta velocidad. Empeora en frío.","86.8","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"DTZ-248","Kia","Sportage","2011","190540","2024-10-20","Olor a aceite quemado y manchas frescas bajo el motor de forma intermitente.","46.6","Motor","Fuga de Aceite","Media","Lavado de motor y cambio de empaques/retenes","True"
"HVR-992","Nissan","Sentra","2016","136314","2024-08-19","El auto da marcha pero no arranca, o se apaga en movimiento. Empeora en frío.","2.9","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"ELA-464","Hyundai","Creta","2018","105028","2024-11-09","El volante vibra violentamente al frenar a alta velocidad de forma intermitente.","56.1","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"RVD-494","Toyota","Hilux","2012","281112","2024-01-26","Olor a balata quemada al soltar el embrague en subidas. Empeora en frío.","16.1","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"AKZ-768","Toyota","Hilux","2015","174930","2024-09-26","La luz de batería se enciende y las luces principales parpadean","49.5","Electrico","Alternador Defectuoso","Alta","Reparar o cambiar alternador","True"
"XUM-422","Nissan","March","2010","223350","2024-08-22","Olor a aceite quemado y manchas frescas bajo el motor","67.8","Motor","Fuga de Aceite","Media","Lavado de motor y cambio de empaques/retenes","True"
"RPM-646","Kia","Seltos","2011","183218","2024-12-11","Se enciende testigo ABS pero el frenado mecánico funciona de forma intermitente.","93.2","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"YAP-205","Hyundai","Accent","2017","107624","2024-03-21","El indicador de temperatura sube al máximo y sale vapor del capó de forma intermitente.","34.3","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"PUY-766","Hyundai","Accent","2010","298920","2024-06-09","Golpe seco y fuerte al pasar de P a D o R. Se escucha raro.","22.0","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"ENT-502","Kia","Sportage","2010","273450","2024-05-16","Dificultad para arrancar justo después de cargar gasolina. Huele mal.","10.5","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"LJL-830","Hyundai","Tucson","2020","106550","2024-04-08","El auto da marcha pero no arranca, o se apaga en movimiento de forma intermitente.","9.2","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"HGH-142","Kia","Sportage","2010","250500","2024-03-02","El pedal se siente esponjoso y baja más de lo normal. Empeora en frío.","79.6","Frenos","Aire en el Sistema","Alta","Purgado completo del líquido de frenos","True"
"VML-138","Toyota","Corolla","2017","163880","2024-04-09","Dificultad para arrancar justo después de cargar gasolina","12.8","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"MLH-506","Toyota","Corolla","2018","102599","2024-04-27","Al girar la llave todo se apaga y solo suena un click","59.4","Electrico","Batería Agotada","Media","Prueba de carga y reemplazo de batería","True"
"QUN-857","Hyundai","Tucson","2013","235068","2024-03-10","El volante vibra violentamente al frenar a alta velocidad","91.8","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"PHH-607","Kia","Rio","2014","193666","2024-03-10","El auto se acelera solo o las RPM bajan hasta apagarse. Empeora en frío.","12.7","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"WYM-944","Hyundai","Elantra","2016","125037","2024-09-15","El auto da marcha pero no arranca, o se apaga en movimiento. Se escucha raro.","7.8","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"LTG-765","Nissan","March","2015","168900","2024-08-28","Manchas rojas en el piso y cambios retardados. Se escucha raro.","51.9","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"ELG-629","Nissan","Versa","2020","86625","2024-04-19","El motor tiembla, pierde potencia y consume aceite. Empeora en frío.","81.1","Motor","Falta de Compresión","Alta","Medir compresión, revisar anillos y válvulas","True"
"JFK-882","Nissan","Frontier","2020","67690","2024-06-21","Olor a aceite quemado y manchas frescas bajo el motor. Empeora en frío.","90.5","Motor","Fuga de Aceite","Media","Lavado de motor y cambio de empaques/retenes","True"
"TDE-340","Kia","Rio","2012","283296","2024-08-06","El auto da marcha pero no arranca, o se apaga en movimiento","2.7","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"KTP-133","Toyota","Yaris","2015","153250","2024-04-13","Chillido muy agudo y constante al pisar el freno suavemente","89.7","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"SEK-161","Toyota","RAV4","2019","123486","2024-08-27","El auto se acelera solo o las RPM bajan hasta apagarse. Huele mal.","3.7","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"GGV-496","Nissan","Versa","2021","82204","2024-03-26","El motor sube de RPM pero el auto apenas avanza","70.5","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"JAN-726","Nissan","Versa","2023","37182","2024-01-17","Olor a plástico quemado y fusibles se queman constantemente de forma intermitente.","37.0","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"RVL-278","Hyundai","Tucson","2014","233431","2024-10-05","El auto pierde fuerza al exigirle aceleración a fondo. Empeora en frío.","5.2","Combustible","Filtro Saturado","Baja","Cambio de filtro de combustible y línea","True"
"UCR-586","Toyota","Hilux","2013","161508","2024-03-07","El motor cascabelea (misfire) y la marcha mínima es inestable. Huele mal.","60.9","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"LVY-229","Toyota","Yaris","2023","41190","2024-10-17","El pedal se siente esponjoso y baja más de lo normal. Huele mal.","76.9","Frenos","Aire en el Sistema","Alta","Purgado completo del líquido de frenos","True"
"DUY-468","Hyundai","Tucson","2016","154125","2024-04-07","El pedal se siente esponjoso y baja más de lo normal. Empeora en frío.","18.6","Frenos","Aire en el Sistema","Alta","Purgado completo del líquido de frenos","True"
"XNK-163","Nissan","Frontier","2015","209580","2024-06-16","El auto da marcha pero no arranca, o se apaga en movimiento. Se escucha raro.","2.0","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"XBC-788","Nissan","March","2012","281294","2024-10-27","Golpe seco y fuerte al pasar de P a D o R. Se escucha raro.","44.1","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"QAA-983","Hyundai","Creta","2021","60108","2024-04-14","Dificultad para arrancar justo después de cargar gasolina","6.3","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"SAT-760","Kia","Picanto","2013","209472","2024-03-13","El pedal se va hasta el fondo sin resistencia y no frena. Empeora en frío.","92.1","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"XKD-625","Nissan","Sentra","2017","124520","2024-07-19","Olor a balata quemada al soltar el embrague en subidas","51.6","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"LVG-499","Toyota","Hilux","2012","200720","2024-05-27","La luz de batería se enciende y las luces principales parpadean. Empeora en frío.","22.5","Electrico","Alternador Defectuoso","Alta","Reparar o cambiar alternador","True"
"QBC-607","Toyota","Corolla","2019","108096","2024-09-13","La luz de batería se enciende y las luces principales parpadean de forma intermitente.","25.4","Electrico","Alternador Defectuoso","Alta","Reparar o cambiar alternador","True"
"EKX-182","Toyota","RAV4","2016","121833","2024-09-04","El motor sube de RPM pero el auto apenas avanza. Empeora en frío.","62.7","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"QYB-829","Hyundai","Accent","2019","127026","2024-10-24","Marcha inestable, humo negro y alto consumo de gasolina","8.9","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"MWD-512","Kia","Sportage","2020","68455","2024-06-03","Ruido metálico fuerte al encender y vibración excesiva de forma intermitente.","61.8","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"GVU-288","Toyota","Yaris","2021","61004","2024-03-06","El pedal se va hasta el fondo sin resistencia y no frena de forma intermitente.","47.1","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"TNY-836","Toyota","RAV4","2016","143937","2024-01-26","El motor tiembla, pierde potencia y consume aceite. Huele mal.","90.4","Motor","Falta de Compresión","Alta","Medir compresión, revisar anillos y válvulas","True"
"MKQ-391","Kia","Sportage","2016","166662","2024-12-13","Testigos del tablero se encienden y apagan aleatoriamente. Empeora en frío.","76.8","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"ASV-696","Kia","Seltos","2016","122112","2024-09-25","Se enciende testigo ABS pero el frenado mecánico funciona. Huele mal.","52.8","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"ZHJ-972","Nissan","Frontier","2020","78895","2024-08-18","El motor sube de RPM pero el auto apenas avanza","23.0","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"JQJ-421","Kia","Picanto","2017","161320","2024-05-14","Marcha inestable, humo negro y alto consumo de gasolina de forma intermitente.","2.2","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"UWS-415","Nissan","Sentra","2022","56694","2024-06-27","El motor cascabelea (misfire) y la marcha mínima es inestable. Huele mal.","85.2","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"LNP-219","Hyundai","Elantra","2010","196335","2024-01-27","Dificultad para arrancar justo después de cargar gasolina. Empeora en frío.","5.7","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"SSJ-440","Toyota","Corolla","2018","90104","2024-11-19","Al girar la llave todo se apaga y solo suena un click. Se escucha raro.","32.5","Electrico","Batería Agotada","Media","Prueba de carga y reemplazo de batería","True"
"CNT-162","Toyota","Yaris","2016","180576","2024-05-25","El indicador de temperatura sube al máximo y sale vapor del capó","49.4","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"LST-471","Nissan","Frontier","2014","148929","2024-10-07","Chillido muy agudo y constante al pisar el freno suavemente","16.3","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"DUL-774","Hyundai","Accent","2014","198638","2024-10-24","Manchas rojas en el piso y cambios retardados","65.8","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"FUR-932","Kia","Rio","2014","220044","2024-12-19","Dificultad para arrancar justo después de cargar gasolina de forma intermitente.","5.0","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"VPX-647","Toyota","Yaris","2012","272090","2024-02-09","Manchas rojas en el piso y cambios retardados","61.5","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"HTD-338","Hyundai","Accent","2023","28072","2024-02-18","El motor cascabelea (misfire) y la marcha mínima es inestable. Se escucha raro.","48.8","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"ZAR-243","Kia","Rio","2011","236824","2024-06-10","El motor sube de RPM pero el auto apenas avanza","92.7","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"ZCV-520","Hyundai","Accent","2017","133584","2024-12-16","Olor a plástico quemado y fusibles se queman constantemente de forma intermitente.","33.2","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"MNH-172","Kia","Picanto","2019","95562","2024-12-14","La transmisión se queda pegada en una sola velocidad. Se escucha raro.","23.4","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"NCZ-996","Kia","Seltos","2019","107934","2024-10-17","El indicador de temperatura sube al máximo y sale vapor del capó. Empeora en frío.","87.2","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"ZAM-885","Hyundai","Creta","2024","16392","2024-05-03","Testigos del tablero se encienden y apagan aleatoriamente. Huele mal.","73.3","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"WJS-995","Hyundai","Accent","2010","216945","2024-03-12","La luz de batería se enciende y las luces principales parpadean de forma intermitente.","51.5","Electrico","Alternador Defectuoso","Alta","Reparar o cambiar alternador","True"
"PAF-209","Kia","Picanto","2023","32520","2024-08-26","La transmisión se queda pegada en una sola velocidad. Empeora en frío.","59.7","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"FVH-896","Kia","Picanto","2019","81288","2024-03-22","El pedal se siente esponjoso y baja más de lo normal","82.3","Frenos","Aire en el Sistema","Alta","Purgado completo del líquido de frenos","True"
"MQK-271","Kia","Rio","2023","43218","2024-02-07","Dificultad para arrancar justo después de cargar gasolina. Se escucha raro.","1.8","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
